,MOLECULES,OUTCOME
4644,[H]N([H])C(=O)[C@H](CC1=CN([H])C2=CC=CC=C12)N([H])C(=O)[C@H](CCCC1=CC=CC=C1)CP(O)(=O)[C@@H](CC1=CC=CC=C1)N([H])C(=O)OCC1=CC=CC=C1,0
4645,OCC(Br)=C,1
4646,CCCCCC[P@@](O)(=O)OCC,1
4647,[H]N([H])C1=NC(=O)C2=C(N([H])C[C@@H](CCC3=CC=C(C=C3)C(=O)N([H])[C@@H](CCC(O)=O)C(O)=O)C2)N1[H],0
4648,[H][C@](N)(CS[C@]1([H])C[C@@]([H])(ON1)[C@]([H])(N)C(O)=O)C(O)=O,0
4649,[H][C@]1(CC=C(C)C)O[C@]1(C)[C@@]1(O)[C@]([H])(OC)C(=O)CC[C@@]1(C)O,0
4650,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](CO[P@](O)(=O)OCC[NH3+])OC(=O)CCCCCCCCCCCCCCCCC,0
4651,O[C@@H]1CC(=C[C@@H](OP(O)(O)=O)[C@H]1O)C(O)=O,0
4652,[H][C@]1(O[C@@]2(C(=O)C3=C(C=C(C)C=C3)C2=O)[C@]([H])(C(O)=O)[C@]1([H])C(=O)NC1=CC=C(C=C1)C1=CSN=N1)C1=CC(Cl)=C(Cl)C=C1,0
4653,COCCOCCOCCOCCO,0
4654,NC(=N)C1=CC=C(NC(=O)NC2=CC=C(Cl)C=C2)C=C1,0
4655,NC1=NC=CC(=N1)C1=C(N=CN1C1CCNCC1)C1=CC=C(F)C=C1,0
4656,[O-]C(=O)C1=CC=CC=C1OP([O-])=O,0
4657,[H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CSCC1=CC(I)=CC=C1)C(=O)N([H])CC(O)=O)C(O)=O,0
4658,CO[C@]1(NC(=O)[C@H](C(O)=O)C2=CC=C(O)C=C2)[C@H]2OCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O,0
4659,[H][C@]1(O)CO[C@@](C)(O)C1(O)O,0
4660,O[C@@H]1CC(=CC(=O)[C@H]1O)C(O)=O,0
4661,[O-]C(=O)C\C(=C\C([O-])=O)C([O-])=O,0
4662,[H]N([H])C(=O)CC[C@H](N([H])C(=O)[C@H](CC(=O)[C@H](CC1=CC=CC=C1)N([H])C(=O)OC(C)(C)C)CC1=CC=CC=C1)C(=O)N([H])[C@@H](CC1=CC=CC=C1)C(=O)N([H])[H],0
4663,NC1=[NH+]C2=C(N=C(CNC3=CC=C(C=C3)C(O)=O)C=N2)C(O)=N1,0
4664,OB(O)C1=CC2=C(S1)C=CC=C2,0
4665,[H][C@]1(COP([O-])(=O)OP([O-])(=O)OCCC2=C(C)N=C(S2)C([O-])=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,0
4666,[H]N1C(=O)C(C)=C(CC)\C1=C\C1=N\C(=C/C2=C(C)C(CCC(O)=O)=C(\C=C3/N([H])C(=O)C(C)=C3CC)N2[H])\C(C)=C1CCC(O)=O,0
4667,[H][C@]1(COP(O)(=O)OP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])N,0
4668,OB1OCCO1,0
4669,COC1=CC(=CC=C1)N1C=CC2=C(SC(=C2)S(N)(=O)=O)S1(=O)=O,0
4670,CC(C)C[C@@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)NC(=O)C1=CC=CC(N)=C1,0
4671,CCCCCC(CCCCC)SC1=C(N=NN1)C(O)=O,0
4672,[H][C@]12[C@]3([H])C=C(CO)C[C@]4(O)C(=O)C(C)=C[C@@]4([H])[C@@]3(O)[C@]([H])(C)[C@@]([H])(O)[C@@]1(OC(C)=O)C2(C)C,0
4673,CC(C)C[C@@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)NC(=O)C1=CC=C(N)C=C1,0
4674,[H][C@@](C)(N(C)C=O)C1=CC=CC=C1,0
4675,NC(=O)NC(NC(N)=O)C([O-])=O,0
4676,CCC1=C2C=C3N4C(=CC5=C(C)C(CCC(O)=O)=C6C=C7N8C(=CC(N2[Fe]48N56)=C1C)C(C)=C7CCC(O)=O)C(=O)C3(C)CC,0
4677,[H][C@]1(CO)O[C@@]([H])(N2C=CC(N)=CC2=O)[C@]([H])(O)[C@]1([H])O,0
4678,C[C@]1(OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O1)C(O)=O,0
4679,N[C@H](CO)CC1CCCCC1,0
4680,N[C@@H](CCC=O)C(O)=O,0
4681,[H][C@]1(COP(O)(=O)CP(O)(=O)O[P@](O)(=S)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])(O)[C@]2([H])O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,0
4682,[H]N([H])C(=NCCCCN([H])C(=O)[C@@H]1C[C@]2([H])CC[C@H](C[C@]2([H])N1C(=O)[C@H](N([H])C(=O)[C@H](O)CC1=CC=C(O)C=C1)[C@H](C)CC)OS(O)(=O)=O)N([H])[H],1
4683,[H][C@@]1(C[C@@]2([H])C(=O)OC3=C(C=CC=C3)C2=O)C(=O)OC2=CC=CC=C2C1=O,0
4684,NS(=O)(=O)C1=CC=C(N2CCCC2=O)C(=C1)[N+]([O-])=O,0
4685,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)NP(O)(O)=O)[C@H](O)[C@H]1O,0
4686,O[C@@H]1[C@@H](O)[C@H](CO[V](O)(=O)=O)O[C@H](OP(O)(O)=O)[C@H]1O,0
4687,[H][C@]1(O)[C@]([H])(O)[C@@]2([H])N=C(O[C@@]2([H])[C@]1([H])CO)N(C)C,0
4688,[H][C@](CCN1C(=O)C2=CC=CC=C2C1=O)(CC(=O)C1=CC=C(C=C1)C1=CC=C(OCC)C=C1)C(O)=O,0
4689,OC(=O)C1=NC=CC=C1CP(O)(O)=O,0
4690,CNC1=NC(C)=C(S1)C1=CC=NC(NC2=CC=C(O)C=C2)=N1,0
4691,[O-]S(=O)(=O)C1=CC2=C(C=C1)C(=CC(=C2)S([O-])(=O)=O)S([O-])(=O)=O,1
4692,[H][C@](CO)(NC(=O)C(Cl)Cl)[C@]([H])(O)C1=CC=C(N)C=C1,0
4693,O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mo].[Mo].[Mo].[Mo].[Mo].[Mo].[Mo],0
4694,N[C@@H](CC1=CC=CC=C1)[C@@H](O)CCl,0
4695,[H][C@](CC#CCOC)(NS(=O)(=O)C1=CC=C(C=C1)C1=CC=C(OC)C=C1)C(O)=O,0
4696,CCC(=O)[C@@H](C)C1=C(C=[N+](C=C1)[C@@H]1O[C@H](COP(O)(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O)C(N)=O,0
4697,CC1=C(CCC(O)=O)C2=CC3=C(C)C(CCC(O)=O)=C4C=C5N6C(=CC7=C(C)C(CCC(O)=O)=C8C=C1N2[Co]6(N78)N34)C(CCC(O)=O)=C5C,0
4698,COC(=O)[C@H](CC1=CC=CC(=C1)C(N)=N)[C@@H](C)NC(=O)C1=CC=C(C=C1)C1=CC=CC(CN)=C1,0
4699,NC1=NC2=C(N=C(CN2)[C@H](O)[C@H](O)CO)C(=O)N1,0
4700,[H][C@]1(CO)O[C@@]([H])(OC)[C@]([H])(NC(C)=O)[C@@]([H])(O)[C@]1([H])O,0
4701,[H]N(OCC1=CC=CC=C1)S(=O)(=O)CC[C@H](CCC1=CC=CC=C1)N([H])C(=O)[C@H](CC1=CC=CC=C1)N([H])C(=O)N1CCN(C)CC1,0
4702,OC1=CC=C(C=C1)[C@@H]1CC(=O)C2=CC=CC=C2O1,0
4703,N#C\C(=C\NC1=CC=C(NC2=CC=CC=C2)C=C1)C1=NNN=N1,0
4704,[H]N([H])C(=O)C[C@@H]1N([H])C(=O)[C@H](N([H])C(=O)[C@@H](CC(C)C)[N+]([H])([H])C)[C@H](O)C2=CC(Cl)=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@@](C)([C@@H](O)[C@H](C)O4)[N+]([H])([H])[H])C4=CC(=C3)[C@@]([H])(N([H])C1=O)C(=O)N([H])[C@]1([H])C3=CC(=C(O)C=C3)C3=C(C=C(O)C=C3O)[C@H](N([H])C(=O)[C@@]([H])(N([H])C1=O)[C@H](O[C@H]1C[C@@](C)([C@@H](O)[C@H](C)O1)[N+]([H])([H])[H])C1=CC(Cl)=C(O4)C=C1)C(O)=O)C=C2,0
4705,CC1=C(F)C(OC2=CC(=CC=C2)C(N)=N)=[NH+]C(OC2=CC=CC(=C2)C(N)=N)=C1F,0
4706,[H][C@@]12CCCN1C(=O)[C@H](CCCNC(N)=N)NC2=O,0
4707,CC1=CC=CC(=N1)C1=C(CNN1)C1=CC=C2N=CC=CC2=N1,0
4708,N[C@@H](CSCC(=O)NC1=CC2=C(N=CC=C2)C2=C1C=CC=N2)C(O)=O,0
4709,[H][C@]1(C)O[C@]([H])(O[C@]2([H])C(CO)=C[C@]([H])(N[C@]3([H])[C@@]([H])(C)O[C@]([H])(O[C@]4([H])[C@@]([H])(CO)O[C@]([H])(O[C@]5([H])[C@@]([H])(CO)O[C@]([H])(O)[C@]([H])(O)[C@@]5([H])O)[C@]([H])(O)[C@@]4([H])O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,0
4710,NC(=[NH2+])C1=CC2=C(NC(=N2)C2=CC=CNC2=O)C=C1,0
4711,NC(=[NH2+])C1=CC2=C(S1)C=CC=C2,0
4712,OCC1=CC=C(F)C=C1F,0
4713,COC1=CC(\C=C\C(O)O)=CC(O)=C1O,0
4714,[H][C@]1(CO)O[C@@]([H])(SCCCCCCC)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,0
4715,CN1CCN(CC1)C(O)=O,0
4716,[H][C@]1(C)O[C@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N[C@@]1([H])C=C(CO)[C@@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O,0
4717,CC[C@@H](N)C(O)=O,0
4718,C[N+](C)(C)CC(O)=O,1
4719,CC(NC(=O)[C@@]1([C@@H](C)C1(Cl)Cl)[S@](C)=O)C1=CC=C(Br)C=C1,0
4720,ClC1=C(Cl)C2=CC=CC=C2C(=O)O1,0
4721,[H]N1C(=O)N(CCC[C@H](N(O)CO)C(O)=O)C(=O)[C@]11O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,0
4722,[H]N1N=C2C(=N1)C(Br)=C(Br)C(Br)=C2Br,0
4723,CC(C)(C)N1N=C(C2=C(N)N=CN=C12)C1=CC=CC(O)=C1,0
4724,CCOC(=O)C1=C(C)N(N=C1C)C1=CC=C(OC)C=C1,0
4725,CC(C)COC1=CC=CC(C2=NC3=C(N2)C=CC(=C3)C(N)=[NH2+])=C1[O-],0
4726,OC1=CC=C2[C@H](N(CCC2=C1)C1=CC=CC=C1)C1=CC=C(OCCN2CCCCC2)C=C1,0
4727,[H][C@](O)(CN=[N+]=[N-])C1=CC=C(C=C1)[N+]([O-])=O,1
4728,NC(=O)C1=CC=CC(O)=C1O,0
4729,[H]N([C@@H]1[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C(N=CN=C12)N([H])[C@@H]1CCCC2=CC=CC=C12)C(=O)C1=CC(OC)=CC(OC)=C1,0
4730,CN(C)S(=O)(=O)N1CCN(CC1)C1=CC=NC(CO)=N1,0
4731,[O-][N+](=O)C1=CC=CC2=C1C=CC2=O,0
4732,CC1=NC(=CC=C1)C1=NN2CCCC2=C1C1=CC=C(F)C=C1,0
4733,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(=O)O[C@]2(C[C@@H](O)[C@@H](O)[C@H](O2)[C@H](O)CO)C(O)=O)[C@@H](O)[C@H]1O,0
4734,NCCCCCC[C@H](N)C(O)=O,0
4735,[H][C@]12SC[C@@H](COC(C)=O)[C@H](N1C(=O)[C@H]2\N=C(/[O-])CCCC[C@H](NC(=O)CN)C(O)=O)C(O)=O,0
4736,SCC1=CC=CN=C1,0
4737,CC(C)OP(=O)OC(C)C,1
4738,[H]N([C@H]1[C@@H](O)O[C@H](CO)[C@H](OS(O)(=O)=O)[C@@H]1O)C(C)=O,0
4739,O[Mo+6](O)=O,1
4740,CC(=O)N[C@@H](CC1=CC=C(OP(O)(O)=O)C=C1)C(=O)N[C@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O,0
4741,[H][C@@]1(O)O[C@]([H])(COP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C3NCN[C@@]4([H])[NH3+])[C@]([H])(OP(O)(O)=O)[C@]2([H])O)[C@@]([H])(O)[C@@]1([H])O,0
4742,[H][C@@](N)(CC=O)C(O)=O,0
4743,O=C(N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCC1=CC=CC=C1)CCS(=O)(=O)OC1=CC=CC=C1)OCC1=CC=CC=C1,0
4744,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)S(=O)(=O)N1CCC[C@]1([H])C(O)=O)C(O)=O,0
4745,[H][C@@]1(N)CCC=NC1,0
4746,COC1=C(OC)C(OC)=C(Cl)C(CC2=NC3=C(N)N=CN=C3N2CCCC#C)=C1,0
4747,[H][C@@]1(O)[C@@]([H])(O)[C@]([H])(OC)O[C@]([H])(C=S)[C@]1([H])O,0
4748,C[N@@+]1(CC=C)CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35,0
4749,[H][C@](CCSC)(NC(=O)CCC(O)=O)C(O)=O,0
4750,NCCCCCCNS(=O)(=O)C1=CC=CC2=C1C=CC=C2Cl,0
4751,[H]N([H])C1=NC(=O)C2=C(N1[H])N(C=N2)[C@@H]1O[C@H](COP(O)(=O)O[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2N2C=CC(=O)N([H])C2=O)[C@@H](O)[C@H]1O,0
4752,[H][C@@](O)(CCO)[C@]([H])(O)[C@]([H])(O)COP(O)(O)=O,0
4753,CC1=C(CC(O)=O)C(CCC(O)=O)=C(CC2=C(CC(O)=O)C(CCC(O)=O)=CN2)N1,0
4754,CC1=NC(C)=C(S1)C1=NC(NC2=CC=CC(O)=C2)=NC=C1,0
4755,[H][C@@]12CCCN1C(=O)[C@]([H])(CC1=CC=C(O)C=C1)NC2=O,0
4756,[H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CS[C@@]1([H])C[C@H](O)O[C@@H]1CCCCC)C(=O)N([H])CC(O)=O)C(O)=O,0
4757,[H][C@@](NC(=O)OC(C)(C)C)(C=O)C1CCCCC1,0
4758,CCCCCNC(=O)[C@H](CC1=CC=C(OCC(O)=O)C(=C1)C(O)=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CCC(O)=O,0
4759,[H][C@](O)(CO)[C@@]1([H])O[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(O)[C@]1([H])O,0
4760,N[C@@H](CSSCCO)C(O)=O,0
4761,NC1=NC2=C(C=C(N)C=C2CSC2=NC=CN2)C(=O)N1,0
4762,[H]N([H])C(=O)[C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)N([H])C(C)=O,0
4763,CNC(=O)[C@@H](NC(=O)[C@H](OCC1=CC=C(C=C1)C1=CSC=C1)[C@H](O)[C@@H](O)[C@@H](OCC1=CC=C(C=C1)C1=CSC=C1)C(=O)N[C@@H](C(C)C)C(=O)NC)C(C)C,0
4764,O[C@H]1C[C@H](O[C@@H](O)[C@@H]1O)C(O)=O,0
4765,NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=C(F)C(F)=C(F)C=C1,0
4766,O[C@H]1[C@H](O)[C@@](O)(COP(O)(O)=O)O[C@@H]1COP(O)(O)=O,0
4767,[H][C@]1(COP(O)(=O)OP(O)(O)=O)O[C@@]([H])(N2C(Br)=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,0
4768,OC(=O)CCC(=O)CCC(=O)CCC(O)=O,0
4769,[H][C@]1(O[C@H](C[C@H](O)[C@H]1NC(C)=O)P(O)(O)=O)[C@H](O)[C@H](O)CO,0
4770,NC(=N)C1=CC2=C(NC(=C2)C2=C(O)C(Br)=CC(CC([O-])=O)=C2)C=C1,0
4771,CC(=O)NC1=CC=C(C=C1NC(=O)CO)C(O)=O,0
4772,[H]\C(=C1\N=C(N(CC(O)=O)C1=O)[C@@]([H])(N)[C@@]([H])(C)O)C1=CC=C(O)C=C1,0
4773,[H][C@]1(CO)O[C@@]([H])(N2C=NC=C2N)[C@]([H])(O)[C@]1([H])O,0
4774,[H][C@](N)(CC(=O)N1CC2=CC=CC=C2C[C@@]1([H])C(N)=O)CC1=CC=CC=C1F,0
4775,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)CC)C(O)=O,0
4776,CC(C)[C@@]1(C)N=C(NC1=O)C1=NC2=CC=CC=C2C=C1C(O)=O,0
4777,NC(=O)C1=CC(=CC(=C1)C1=CC=C(C=C1)C1=CC=CC=C1)C(O)=O,0
4778,N[C@@H](CC\C=C\[B-](O)(O)O)C(O)=O,0
4779,NS(=O)(=O)C1=CC=C(CNC(=O)C2=C(NN=C2)C2=CC(Cl)=C(O)C=C2O)C=C1,1
4780,CCOC1=CC([C@@H](NC2=CC=C(C=C2)C(N)=N)C(O)=O)=C(F)C(O[C@@H]2CCOC2)=C1,0
4781,[H][C@@]1(CCCCN1)C(F)(F)CNC1=NC=CC2=C1N=C(CC1=CC=CC=C1N1C=NC=N1)O2,0
4782,CC[C@@H](C)[C@@H](NS(=O)(=O)CC1=CC(=CC=C1)C(O)=O)C(=O)N[C@@H](CCC(N)=N)C(=O)NCC1=CC=C(C=C1)C(N)=N,0
4783,CC(C)C[C@H](NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)C1=NOC(C)=C1)C(=O)N[C@H](\C=C\C(=O)OCC1=CC=CC=C1)C[C@@H]1CCNC1=O,0
4784,[H][C@@]12CO[C@@](C)(O[C@@]1([H])[C@H](O)[C@H](O)[C@H](O[C@H]1[C@H](O)[C@@H](O)C(O)O[C@@H]1C(O)=O)O2)C(O)=O,0
4785,C[C@@]1(OC[C@H]2O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]2O1)C(O)=O,0
4786,NC1=C(C=CC(Cl)=C1O)C(O)=O,0
4787,NS(=O)(=O)OC1=CC=C(CN(N2C=NN=C2)C2=CC=C(C=C2)C#N)C=C1Br,0
4788,NS(=O)(=O)OC1=CC=C(CN(N2C=NN=C2)C2=CC=C(C=C2)C#N)C=C1,1
4789,CN(C)C1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](N)[C@H]1O,0
4790,CCCOC1=CC2=C(NC=C2C[C@@H](NS(=O)(=O)CC)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC2=CC=C(C=C2)C(N)=N)C=C1,0
4791,NS(=O)(=O)C1=CC=C(NC2=CN3C=C(C=CC3=N2)C(=O)C2=C(Cl)C=CC=C2Cl)C=C1,0
4792,OC1=CC2=C(NC3=CC(=C4C(=O)NC(=O)C4=C23)C2=CC=CC=C2)C=C1,0
4793,O[C@@H]1[C@@H](O)[C@@H](CC2=CC=CC=C2)N(CC2=CC(=CC=C2)C(=O)NC2=NC=CS2)C(=O)N(CC2CC2)[C@@H]1CC1=CC=CC=C1,0
4794,C[C@@]1(CCC2=CC=CC=C2)NC2=C(N=C1CO)C(=O)NC(N)=N2,0
4795,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]1CCCC2=CC=CC=C12)OC1=CC=CC=C1)C(C)(C)C,0
4796,CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)C1=COC=C1,0
4797,O=C1NC2=C(C=C1)[C@@H](CCC2)NCCCCCCCCCCNC1=C2CCCCC2=NC2=CC=CC=C12,0
4798,O=C1NC2=C(C=C1)[C@H](CCC2)NCCCCCCCCCCNC1=C2CCCCC2=NC2=CC=CC=C12,0
4799,C(CCCCNC1=C2CCCCC2=NC2=CC=CC=C12)CCCNC1=CC=NC2=CC=CC=C12,0
4800,[NH3+]CCCCCCCCNC1=C2CCCCC2=[NH+]C2=CC=CC=C12,0
4801,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,0
4802,CCOCCOC(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@]1(CC2=CC=CC=C2)NC=C([C@@H]2[C@@H]3OC(=O)N[C@@H]3C3=CC=CC=C23)C1=O,0
4803,[H][C@](O)(CC)C[C@@]([H])(O)C1=C(O)C2=C(C=C1CC(=O)OC)C(=O)C1=CC=CC(O)=C1C2=O,0
4804,COC[C@H](N(C)C)C(=O)O[C@@H]1C\C=C\C=C\C(=O)O[C@@H](C\C=C\[C@H](OC)C[C@H](C)C\C=C(C)\[C@@H](OC)CC[C@@H](C)[C@@H](O)[C@@H]1C)[C@@H](C)[C@@H](O)[C@@H](C)CC[C@@H](OC(=O)[C@H](C)N(C)C)[C@H](C)[C@H](OC(C)=O)[C@H](C)\C=C\N(C)C=O,0
4805,OC1=C(CNC2CCN(CC2)S(=O)(=O)NC2=CC(OC3=CC=C(F)C=C3)=CC=C2)C=CC=C1,0
4806,CCCNCCCNCCCNCC,1
4807,[H][C@@](C)(NC(=O)OCC1=CC=CC=C1)C(O)=O,0
4808,CC(C)(C)OC(=O)[C@@H](N)CCC(N)=O,0
4809,[H][C@](N)(CC1=CC=C(C=C1)C1=CC=CC=C1)C(O)=O,0
4810,OC(=O)C1=C(O)C=C2C=CC(O)=CC2=C1,0
4811,OC(=O)CCCCCCOC1=C(Cl)C=C(NC(=O)NC(=O)C2=CC=CC=C2Cl)C=C1Cl,0
4812,OC(=O)CCCOC1=CC=C(NC(=O)NC(=O)C2=CC=C(Cl)C=C2Cl)C(Cl)=C1,0
4813,CC1=C(C)C(OCCCC(O)=O)=CC=C1NC(=O)NC(=O)C1=CC=C(Cl)C=C1Cl,0
4814,CC1=C(NC(=O)NC(=O)C2=CC=C(Cl)C=C2Cl)C=CC=C1OCCCCC(O)=O,0
4815,C[C@@H](NC(=O)[C@H](CCCCNC(=O)OCC1=CC=CC=C1)NC(=O)CC[C@H](NC(=O)OC(C)(C)C)C(O)=O)B(O)O,0
4816,NCCCSC[C@H](N)CO,0
4817,CN(CC[C@H](N)CC(=O)N[C@H]1C=C[C@@H](O[C@@H]1C(O)=O)N1C=C[C@@](N)(O)NC1=O)C(N)=N,0
4818,[H][C@]12CS[C@]([H])(CCCCC(O)=O)[C@@]1([H])NC(=O)N2,0
4819,NC1=C2N=CN([C@@H]3O[C@H](CO[P@@](O)(=O)OCCCCC[C@@H]4SC[C@@H]5NC(=O)N[C@H]45)[C@@H](O)[C@H]3O)C2=NC=N1,0
4820,O=CCCCC1CCNCC1,0
4821,[H][C@@]1(O)C[C@@](O)(C[C@]([H])(CCCOC2=CC=CC=C2)[C@@]1([H])O)C(O)=O,0
4822,OC[C@H]1C[C@@H](S\C(=N/OS(O)(=O)=O)CC2=CC=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O,1
4823,[H][C@@](CC)(CO)NC1=NC2=C(N=CN2C(C)C)C(NCC2=CC=CC=C2O)=N1,0
4824,O[C@@H]1[C@@H](COP(O)(O)=O)O[C@](O)([C@@H]1O)C(O)=O,0
4825,BrC1=CC=CC(=C1)C1=NC2=[N+](NC=N2)C(NCC2=CC=NC=C2)=C1,0
4826,[H][C@@]1(CC(C)C)CN(CCN1C(=O)C1=NC=C(C=N1)C1=CC=NC=C1)S(=O)(=O)C1=CC2=CC(Cl)=CC=C2N1,0
4827,OC(=O)C1=C(O)C(I)=CC(I)=C1,0
4828,[H][C@@](C)(CC1=CC=CC=C1)N(C)CC=C,0
4829,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](O)O[C@@H]2CO)[C@@H](O)[C@H](O)[C@@H]1O,0
4830,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2O[C@H]2[C@H](O)[C@@H](CO)O[C@@H](O)[C@@H]2NC(C)=O)[C@@H](O)[C@H](O)[C@@H]1O,0
4831,[H][C@]1(O)[C@@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(OCCCCCCCCC(=O)OC)[C@]1([H])O,0
4832,CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,0
4833,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO[P@](O)(=O)OC[C@H](O)CO)OC(=O)CCCCCCC\C=C/CCCCCC,0
4834,[H][C@]1(F)C[C@@]([H])(O[C@]1([H])COC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)N1C=CC(=O)NC1=O,0
4835,COP(O)(=S)OC,1
4836,CCCC1=C(OCCCOC2=CC3=C(C=C2)N(CC(O)=O)C=C3)C=CC2=C1C=CC(=C2)C(=O)C1=CC=CC=C1,0
4837,[H]N([C@@H](C(C)C)C(=O)N([H])[C@H](C(=O)N([H])C(C[C@@H]1CCN([H])C1=O)\C=C\C(=O)OCC)C1=CC=CC=C1)C(=O)OC(C)(C)C,0
4838,[H][C@]1(O[C@](O)(C(O)=O)[C@]([H])(F)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CO,0
4839,[H]\C(CC\C(C)=C(/[H])CSP(O)(=O)OP(O)(O)=O)=C(\C)CCC=C(C)C,0
4840,OC1=C(Br)C=C(C=C1)C1(OC(=O)C2=C3C(C=CC=C13)=C(Cl)C=C2)C1=CC(Br)=C(O)C=C1,0
4841,NC(N)=NCCCC[C@H](NC(=O)[C@@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H]1CCN1C(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CC[C@H](CN=C(N)N)CC1)C(N)=O,0
4842,N[C@@H](CCC(=O)N[C@@H](C[S@](O)=O)C(=O)NCC(O)=O)C(O)=O,0
4843,[H]\C(CSP(O)(=O)OP(O)(O)=O)=C(\C)CCC=C(C)C,0
